Date,"1 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
01/02/2013,0.07,0.08,0.12,0.15,0.27,0.37,0.76,1.25,1.86,2.63,3.04
12/31/2012,0.02,0.05,0.11,0.16,0.25,0.36,0.72,1.18,1.78,2.54,2.95
12/28/2012,0.00,0.01,0.10,0.15,0.27,0.36,0.72,1.15,1.73,2.47,2.88
12/27/2012,0.01,0.08,0.12,0.15,0.26,0.37,0.72,1.15,1.74,2.48,2.89
12/26/2012,0.05,0.09,0.13,0.16,0.26,0.39,0.76,1.20,1.77,2.52,2.94
12/24/2012,0.03,0.06,0.11,0.16,0.26,0.38,0.77,1.22,1.79,2.53,2.94
12/21/2012,0.02,0.06,0.12,0.15,0.26,0.38,0.75,1.20,1.77,2.52,2.93
12/20/2012,0.02,0.06,0.10,0.15,0.28,0.39,0.77,1.24,1.81,2.57,2.98
12/19/2012,0.03,0.05,0.10,0.15,0.28,0.39,0.77,1.24,1.82,2.58,2.99
12/18/2012,0.04,0.06,0.12,0.16,0.28,0.39,0.78,1.25,1.84,2.59,3.00
12/17/2012,0.01,0.05,0.10,0.13,0.25,0.37,0.74,1.20,1.78,2.53,2.94
12/14/2012,0.01,0.04,0.09,0.13,0.24,0.34,0.70,1.15,1.72,2.46,2.87
12/13/2012,0.02,0.06,0.11,0.14,0.27,0.34,0.70,1.15,1.74,2.49,2.90
12/12/2012,0.04,0.07,0.10,0.14,0.25,0.32,0.66,1.11,1.72,2.48,2.90
12/11/2012,0.04,0.08,0.13,0.16,0.24,0.32,0.64,1.06,1.66,2.41,2.83
12/10/2012,0.05,0.09,0.14,0.18,0.24,0.33,0.62,1.04,1.63,2.38,2.80
12/07/2012,0.06,0.09,0.14,0.18,0.25,0.33,0.63,1.04,1.64,2.39,2.81
12/06/2012,0.07,0.10,0.14,0.18,0.25,0.32,0.60,1.00,1.59,2.33,2.76
12/05/2012,0.07,0.10,0.14,0.18,0.25,0.32,0.61,1.02,1.60,2.35,2.78
12/04/2012,0.07,0.10,0.15,0.18,0.25,0.34,0.63,1.04,1.62,2.36,2.78
12/03/2012,0.13,0.10,0.14,0.18,0.25,0.34,0.63,1.05,1.63,2.37,2.80
11/30/2012,0.11,0.08,0.13,0.18,0.25,0.34,0.61,1.04,1.62,2.37,2.81
11/29/2012,0.16,0.09,0.15,0.18,0.25,0.35,0.63,1.04,1.62,2.37,2.79
11/28/2012,0.17,0.10,0.14,0.18,0.27,0.35,0.64,1.05,1.63,2.36,2.79
11/27/2012,0.17,0.10,0.15,0.18,0.27,0.36,0.66,1.07,1.64,2.38,2.79
11/26/2012,0.14,0.10,0.15,0.17,0.27,0.36,0.68,1.09,1.66,2.39,2.80
11/23/2012,0.16,0.10,0.14,0.19,0.29,0.37,0.70,1.12,1.70,2.42,2.83
11/21/2012,0.17,0.10,0.14,0.17,0.27,0.37,0.69,1.11,1.69,2.42,2.83
11/20/2012,0.15,0.08,0.14,0.16,0.27,0.36,0.67,1.09,1.66,2.40,2.82
11/19/2012,0.06,0.09,0.14,0.16,0.25,0.33,0.64,1.04,1.61,2.34,2.76
11/16/2012,0.07,0.06,0.13,0.16,0.24,0.32,0.62,1.01,1.58,2.31,2.73
11/15/2012,0.13,0.08,0.14,0.17,0.24,0.32,0.62,1.02,1.58,2.30,2.72
11/14/2012,0.15,0.10,0.15,0.18,0.25,0.33,0.63,1.03,1.59,2.31,2.73
11/13/2012,0.12,0.11,0.15,0.18,0.27,0.33,0.63,1.02,1.59,2.31,2.72
11/09/2012,0.13,0.09,0.15,0.18,0.27,0.35,0.65,1.04,1.61,2.34,2.75
11/08/2012,0.13,0.10,0.15,0.20,0.27,0.35,0.65,1.04,1.62,2.35,2.77
11/07/2012,0.12,0.10,0.14,0.18,0.27,0.36,0.67,1.08,1.68,2.42,2.83
11/06/2012,0.12,0.10,0.15,0.19,0.30,0.41,0.75,1.19,1.78,2.52,2.92
11/05/2012,0.09,0.11,0.15,0.19,0.28,0.38,0.70,1.13,1.72,2.47,2.88
11/02/2012,0.08,0.09,0.15,0.19,0.28,0.38,0.73,1.16,1.75,2.51,2.91
11/01/2012,0.06,0.09,0.15,0.18,0.30,0.38,0.73,1.16,1.75,2.50,2.89
10/31/2012,0.09,0.11,0.16,0.18,0.30,0.38,0.72,1.14,1.72,2.46,2.85
10/29/2012,0.13,0.14,0.16,0.18,0.30,0.40,0.74,1.16,1.74,2.48,2.87
10/26/2012,0.12,0.12,0.15,0.19,0.30,0.41,0.76,1.20,1.78,2.53,2.92
10/25/2012,0.13,0.11,0.16,0.19,0.31,0.43,0.82,1.28,1.86,2.60,2.98
10/24/2012,0.13,0.11,0.16,0.18,0.29,0.40,0.76,1.21,1.80,2.55,2.93
10/23/2012,0.11,0.11,0.15,0.18,0.29,0.41,0.77,1.21,1.79,2.53,2.91
10/22/2012,0.10,0.10,0.15,0.19,0.32,0.42,0.79,1.25,1.83,2.57,2.95
10/19/2012,0.11,0.10,0.14,0.18,0.30,0.41,0.77,1.21,1.79,2.55,2.94
10/18/2012,0.12,0.10,0.15,0.18,0.29,0.41,0.79,1.26,1.86,2.63,3.02
10/17/2012,0.13,0.11,0.15,0.18,0.30,0.41,0.78,1.24,1.83,2.60,2.98
10/16/2012,0.13,0.09,0.15,0.18,0.27,0.36,0.70,1.15,1.75,2.51,2.91
10/15/2012,0.10,0.11,0.15,0.19,0.27,0.34,0.67,1.09,1.70,2.45,2.85
10/12/2012,0.12,0.11,0.15,0.18,0.27,0.34,0.67,1.09,1.69,2.44,2.83
10/11/2012,0.12,0.10,0.14,0.18,0.28,0.34,0.67,1.09,1.70,2.45,2.86
10/10/2012,0.12,0.10,0.15,0.18,0.27,0.35,0.66,1.09,1.72,2.48,2.89
10/09/2012,0.11,0.10,0.15,0.18,0.25,0.35,0.67,1.11,1.74,2.52,2.93
10/05/2012,0.10,0.11,0.15,0.18,0.27,0.34,0.67,1.12,1.75,2.55,2.96
10/04/2012,0.10,0.10,0.14,0.18,0.23,0.32,0.63,1.07,1.70,2.48,2.89
10/03/2012,0.09,0.09,0.14,0.16,0.23,0.31,0.61,1.02,1.64,2.42,2.82
10/02/2012,0.09,0.09,0.14,0.16,0.23,0.31,0.61,1.03,1.64,2.41,2.81
10/01/2012,0.05,0.09,0.14,0.17,0.25,0.31,0.62,1.04,1.64,2.41,2.81
09/28/2012,0.06,0.10,0.14,0.17,0.23,0.31,0.62,1.04,1.65,2.42,2.82
09/27/2012,0.05,0.09,0.14,0.16,0.25,0.34,0.64,1.05,1.66,2.43,2.83
09/26/2012,0.05,0.11,0.13,0.17,0.26,0.34,0.63,1.03,1.64,2.40,2.79
09/25/2012,0.06,0.11,0.15,0.18,0.27,0.35,0.66,1.08,1.70,2.47,2.86
09/24/2012,0.03,0.11,0.14,0.18,0.27,0.35,0.68,1.12,1.74,2.53,2.91
09/21/2012,0.05,0.11,0.14,0.18,0.27,0.36,0.68,1.14,1.77,2.57,2.95
09/20/2012,0.06,0.11,0.14,0.18,0.27,0.36,0.70,1.18,1.80,2.58,2.96
09/19/2012,0.08,0.11,0.14,0.18,0.27,0.35,0.70,1.18,1.79,2.58,2.97
09/18/2012,0.08,0.10,0.13,0.18,0.25,0.35,0.71,1.19,1.82,2.61,3.00
09/17/2012,0.06,0.11,0.13,0.18,0.25,0.36,0.73,1.22,1.85,2.64,3.03
09/14/2012,0.08,0.11,0.13,0.18,0.27,0.35,0.72,1.23,1.88,2.68,3.09
09/13/2012,0.10,0.10,0.13,0.17,0.24,0.32,0.65,1.12,1.75,2.53,2.95
09/12/2012,0.09,0.10,0.13,0.18,0.25,0.33,0.70,1.17,1.77,2.52,2.92
09/11/2012,0.09,0.10,0.14,0.18,0.25,0.33,0.67,1.12,1.70,2.44,2.84
09/10/2012,0.09,0.10,0.14,0.18,0.25,0.33,0.66,1.10,1.68,2.43,2.83
09/07/2012,0.09,0.11,0.14,0.18,0.25,0.33,0.64,1.09,1.67,2.42,2.81
09/06/2012,0.10,0.11,0.14,0.18,0.27,0.34,0.68,1.12,1.68,2.41,2.80
09/05/2012,0.11,0.11,0.14,0.17,0.25,0.32,0.62,1.04,1.60,2.32,2.70
09/04/2012,0.10,0.10,0.14,0.16,0.23,0.31,0.62,1.03,1.59,2.30,2.69
08/31/2012,0.09,0.09,0.14,0.16,0.22,0.30,0.59,1.01,1.57,2.29,2.68
08/30/2012,0.12,0.10,0.14,0.17,0.27,0.35,0.66,1.08,1.63,2.36,2.75
08/29/2012,0.12,0.12,0.14,0.18,0.27,0.36,0.69,1.11,1.66,2.38,2.77
08/28/2012,0.12,0.10,0.15,0.18,0.27,0.36,0.69,1.10,1.64,2.36,2.75
08/27/2012,0.10,0.11,0.14,0.18,0.28,0.37,0.70,1.11,1.65,2.38,2.76
08/24/2012,0.10,0.10,0.13,0.19,0.28,0.37,0.72,1.14,1.68,2.41,2.79
08/23/2012,0.10,0.11,0.13,0.19,0.26,0.36,0.71,1.13,1.68,2.41,2.79
08/22/2012,0.10,0.11,0.13,0.19,0.26,0.37,0.71,1.16,1.71,2.44,2.82
08/21/2012,0.10,0.11,0.14,0.20,0.31,0.42,0.80,1.25,1.80,2.53,2.90
08/20/2012,0.09,0.11,0.14,0.19,0.29,0.41,0.80,1.26,1.82,2.55,2.93
08/17/2012,0.09,0.09,0.14,0.20,0.29,0.42,0.81,1.27,1.81,2.55,2.93
08/16/2012,0.10,0.09,0.14,0.20,0.29,0.42,0.83,1.28,1.83,2.57,2.96
08/15/2012,0.11,0.09,0.14,0.19,0.27,0.42,0.80,1.25,1.80,2.53,2.90
08/14/2012,0.11,0.11,0.15,0.19,0.27,0.39,0.75,1.18,1.73,2.45,2.82
08/13/2012,0.10,0.11,0.15,0.19,0.27,0.36,0.71,1.12,1.65,2.37,2.74
08/10/2012,0.10,0.10,0.14,0.18,0.27,0.36,0.71,1.11,1.65,2.37,2.74
08/09/2012,0.10,0.11,0.15,0.20,0.29,0.38,0.74,1.15,1.69,2.40,2.78
08/08/2012,0.09,0.11,0.14,0.19,0.29,0.38,0.73,1.14,1.68,2.39,2.75
08/07/2012,0.09,0.11,0.14,0.19,0.27,0.37,0.71,1.13,1.66,2.37,2.72
08/06/2012,0.05,0.10,0.14,0.16,0.24,0.33,0.65,1.05,1.59,2.29,2.65
08/03/2012,0.03,0.09,0.14,0.16,0.24,0.33,0.67,1.07,1.60,2.30,2.65
08/02/2012,0.04,0.09,0.14,0.17,0.24,0.31,0.61,0.98,1.51,2.20,2.55
08/01/2012,0.07,0.10,0.14,0.17,0.24,0.32,0.63,1.03,1.56,2.25,2.60
07/31/2012,0.07,0.11,0.14,0.16,0.23,0.30,0.60,0.98,1.51,2.21,2.56
07/30/2012,0.06,0.11,0.15,0.18,0.23,0.31,0.61,0.99,1.53,2.22,2.58
07/27/2012,0.07,0.11,0.15,0.17,0.25,0.34,0.65,1.04,1.58,2.27,2.63
07/26/2012,0.08,0.11,0.15,0.18,0.23,0.31,0.58,0.94,1.45,2.13,2.49
07/25/2012,0.08,0.10,0.14,0.17,0.22,0.28,0.56,0.91,1.43,2.11,2.46
07/24/2012,0.08,0.10,0.15,0.18,0.22,0.28,0.57,0.91,1.44,2.11,2.47
07/23/2012,0.07,0.10,0.14,0.17,0.22,0.28,0.57,0.93,1.47,2.15,2.52
07/20/2012,0.07,0.09,0.14,0.17,0.22,0.29,0.59,0.95,1.49,2.17,2.55
07/19/2012,0.06,0.09,0.14,0.17,0.22,0.31,0.62,0.99,1.54,2.24,2.61
07/18/2012,0.07,0.09,0.14,0.18,0.22,0.30,0.60,0.97,1.52,2.21,2.59
07/17/2012,0.08,0.10,0.14,0.18,0.25,0.32,0.62,0.99,1.53,2.22,2.59
07/16/2012,0.04,0.10,0.14,0.18,0.24,0.31,0.60,0.97,1.50,2.18,2.56
07/13/2012,0.08,0.10,0.15,0.20,0.25,0.34,0.63,0.99,1.52,2.20,2.58
07/12/2012,0.08,0.10,0.15,0.20,0.25,0.35,0.63,0.98,1.50,2.18,2.57
07/11/2012,0.07,0.10,0.15,0.20,0.27,0.36,0.64,0.99,1.54,2.22,2.60
07/10/2012,0.07,0.09,0.15,0.20,0.27,0.37,0.63,0.98,1.53,2.22,2.60
07/09/2012,0.06,0.09,0.14,0.20,0.27,0.36,0.63,0.98,1.53,2.24,2.62
07/06/2012,0.06,0.08,0.15,0.20,0.27,0.37,0.64,1.01,1.57,2.28,2.66
07/05/2012,0.07,0.08,0.15,0.19,0.28,0.39,0.68,1.05,1.62,2.34,2.72
07/03/2012,0.08,0.09,0.15,0.21,0.30,0.39,0.69,1.08,1.65,2.36,2.74
07/02/2012,0.06,0.10,0.15,0.21,0.30,0.39,0.67,1.04,1.61,2.30,2.69
06/29/2012,0.04,0.09,0.16,0.21,0.33,0.41,0.72,1.11,1.67,2.38,2.76
06/28/2012,0.02,0.09,0.17,0.22,0.31,0.40,0.69,1.06,1.60,2.28,2.67
06/27/2012,0.06,0.09,0.17,0.21,0.31,0.42,0.73,1.10,1.65,2.32,2.70
06/26/2012,0.07,0.10,0.15,0.21,0.31,0.42,0.75,1.12,1.66,2.34,2.71
06/25/2012,0.06,0.10,0.16,0.19,0.31,0.39,0.72,1.10,1.63,2.31,2.69
06/22/2012,0.05,0.09,0.15,0.19,0.31,0.42,0.76,1.15,1.69,2.37,2.75
06/21/2012,0.05,0.09,0.15,0.19,0.32,0.41,0.73,1.10,1.63,2.30,2.68
06/20/2012,0.06,0.09,0.16,0.20,0.32,0.41,0.74,1.12,1.65,2.34,2.72
06/19/2012,0.06,0.09,0.14,0.18,0.30,0.39,0.71,1.09,1.64,2.33,2.73
06/18/2012,0.06,0.10,0.15,0.18,0.29,0.38,0.69,1.06,1.59,2.28,2.67
06/15/2012,0.05,0.09,0.15,0.18,0.29,0.37,0.68,1.06,1.60,2.30,2.70
06/14/2012,0.08,0.11,0.15,0.18,0.30,0.41,0.73,1.10,1.64,2.33,2.73
06/13/2012,0.07,0.10,0.15,0.18,0.30,0.40,0.71,1.06,1.61,2.30,2.70
06/12/2012,0.06,0.10,0.15,0.19,0.30,0.41,0.75,1.12,1.67,2.37,2.77
06/11/2012,0.05,0.09,0.15,0.18,0.27,0.37,0.69,1.05,1.60,2.30,2.71
06/08/2012,0.04,0.09,0.14,0.19,0.28,0.39,0.71,1.09,1.65,2.36,2.77
06/07/2012,0.04,0.09,0.14,0.18,0.27,0.37,0.72,1.10,1.66,2.35,2.75
06/06/2012,0.05,0.09,0.13,0.18,0.26,0.37,0.73,1.11,1.66,2.34,2.73
06/05/2012,0.05,0.08,0.14,0.18,0.25,0.34,0.68,1.04,1.57,2.23,2.63
06/04/2012,0.04,0.08,0.13,0.18,0.25,0.35,0.68,1.01,1.53,2.17,2.56
06/01/2012,0.03,0.07,0.12,0.17,0.25,0.34,0.62,0.93,1.47,2.13,2.53
05/31/2012,0.03,0.07,0.14,0.18,0.27,0.35,0.67,1.03,1.59,2.27,2.67
05/30/2012,0.05,0.07,0.13,0.19,0.27,0.38,0.69,1.06,1.63,2.32,2.72
05/29/2012,0.06,0.09,0.14,0.20,0.30,0.42,0.76,1.17,1.74,2.44,2.85
05/25/2012,0.07,0.09,0.14,0.20,0.30,0.41,0.76,1.17,1.75,2.44,2.85
05/24/2012,0.08,0.10,0.14,0.21,0.29,0.42,0.77,1.20,1.77,2.46,2.86
05/23/2012,0.07,0.09,0.13,0.20,0.28,0.40,0.74,1.15,1.73,2.41,2.81
05/22/2012,0.07,0.09,0.14,0.21,0.30,0.41,0.78,1.20,1.79,2.48,2.88
05/21/2012,0.06,0.09,0.14,0.21,0.30,0.41,0.75,1.18,1.75,2.42,2.80
05/18/2012,0.06,0.08,0.15,0.20,0.32,0.42,0.75,1.16,1.71,2.40,2.80
05/17/2012,0.08,0.10,0.16,0.20,0.32,0.40,0.74,1.16,1.70,2.39,2.80
05/16/2012,0.08,0.10,0.15,0.20,0.30,0.40,0.75,1.19,1.76,2.48,2.90
05/15/2012,0.08,0.09,0.15,0.19,0.29,0.38,0.74,1.19,1.76,2.50,2.91
05/14/2012,0.07,0.10,0.15,0.19,0.29,0.37,0.73,1.20,1.78,2.53,2.95
05/11/2012,0.07,0.10,0.15,0.18,0.27,0.36,0.75,1.24,1.84,2.59,3.02
05/10/2012,0.08,0.10,0.15,0.18,0.27,0.37,0.79,1.28,1.89,2.64,3.07
05/09/2012,0.07,0.09,0.15,0.18,0.27,0.36,0.77,1.26,1.87,2.63,3.03
05/08/2012,0.08,0.09,0.15,0.18,0.27,0.36,0.77,1.26,1.88,2.63,3.03
05/07/2012,0.06,0.10,0.15,0.18,0.27,0.37,0.79,1.29,1.92,2.67,3.07
05/04/2012,0.05,0.07,0.14,0.18,0.27,0.37,0.78,1.28,1.91,2.67,3.07
05/03/2012,0.05,0.09,0.15,0.19,0.28,0.40,0.82,1.34,1.96,2.72,3.12
05/02/2012,0.06,0.08,0.15,0.18,0.27,0.39,0.82,1.33,1.96,2.72,3.11
05/01/2012,0.07,0.09,0.15,0.19,0.27,0.39,0.84,1.35,1.98,2.76,3.16
04/30/2012,0.07,0.10,0.15,0.20,0.27,0.38,0.82,1.33,1.95,2.73,3.12
04/27/2012,0.07,0.09,0.14,0.19,0.26,0.39,0.82,1.34,1.96,2.73,3.12
04/26/2012,0.09,0.09,0.15,0.18,0.26,0.39,0.83,1.36,1.98,2.74,3.13
04/25/2012,0.08,0.09,0.14,0.18,0.26,0.39,0.86,1.38,2.01,2.76,3.15
04/24/2012,0.07,0.09,0.14,0.18,0.27,0.40,0.86,1.37,2.00,2.75,3.12
04/23/2012,0.04,0.08,0.13,0.17,0.27,0.39,0.83,1.34,1.96,2.71,3.08
04/20/2012,0.04,0.08,0.13,0.18,0.29,0.40,0.86,1.38,1.99,2.75,3.12
04/19/2012,0.04,0.07,0.12,0.17,0.27,0.40,0.84,1.37,1.98,2.74,3.12
04/18/2012,0.05,0.07,0.13,0.18,0.27,0.40,0.86,1.38,2.00,2.76,3.13
04/17/2012,0.07,0.08,0.13,0.18,0.27,0.42,0.88,1.40,2.03,2.79,3.15
04/16/2012,0.07,0.08,0.14,0.18,0.27,0.42,0.85,1.37,2.00,2.75,3.12
04/13/2012,0.07,0.09,0.13,0.17,0.27,0.41,0.86,1.39,2.02,2.77,3.14
04/12/2012,0.08,0.09,0.14,0.18,0.29,0.43,0.90,1.44,2.08,2.85,3.22
04/11/2012,0.08,0.09,0.14,0.18,0.30,0.43,0.89,1.41,2.05,2.82,3.18
04/10/2012,0.08,0.09,0.15,0.19,0.28,0.42,0.85,1.37,2.01,2.77,3.13
04/09/2012,0.07,0.09,0.15,0.19,0.32,0.46,0.90,1.42,2.06,2.82,3.18
04/06/2012,0.06,0.07,0.14,0.19,0.32,0.45,0.89,1.42,2.07,2.85,3.21
04/05/2012,0.07,0.08,0.14,0.19,0.35,0.50,1.01,1.56,2.19,2.97,3.32
04/04/2012,0.08,0.08,0.14,0.19,0.35,0.53,1.05,1.62,2.25,3.02,3.37
04/03/2012,0.07,0.08,0.15,0.20,0.36,0.56,1.10,1.68,2.30,3.07,3.41
04/02/2012,0.05,0.08,0.14,0.18,0.33,0.50,1.03,1.60,2.22,3.00,3.35
03/30/2012,0.05,0.07,0.15,0.19,0.33,0.51,1.04,1.61,2.23,3.00,3.35
03/29/2012,0.02,0.07,0.14,0.18,0.33,0.50,1.01,1.57,2.18,2.93,3.27
03/28/2012,0.05,0.09,0.14,0.18,0.34,0.51,1.05,1.60,2.21,2.97,3.31
03/27/2012,0.07,0.09,0.14,0.18,0.33,0.50,1.04,1.59,2.20,2.96,3.29
03/26/2012,0.06,0.09,0.15,0.19,0.36,0.54,1.09,1.65,2.26,3.00,3.33
03/23/2012,0.06,0.08,0.14,0.19,0.37,0.55,1.10,1.66,2.25,2.99,3.31
03/22/2012,0.06,0.08,0.14,0.19,0.37,0.56,1.13,1.69,2.29,3.04,3.37
03/21/2012,0.09,0.09,0.15,0.21,0.39,0.58,1.15,1.71,2.31,3.06,3.38
03/20/2012,0.08,0.10,0.15,0.22,0.41,0.62,1.22,1.78,2.38,3.13,3.46
03/19/2012,0.07,0.10,0.15,0.21,0.39,0.60,1.20,1.77,2.39,3.14,3.48
03/16/2012,0.07,0.09,0.15,0.21,0.37,0.57,1.13,1.70,2.31,3.08,3.41
03/15/2012,0.08,0.08,0.15,0.21,0.37,0.56,1.11,1.67,2.29,3.08,3.41
03/14/2012,0.08,0.09,0.15,0.21,0.40,0.60,1.13,1.69,2.29,3.08,3.43
03/13/2012,0.06,0.08,0.15,0.20,0.35,0.51,0.99,1.52,2.14,2.92,3.26
03/12/2012,0.05,0.09,0.15,0.18,0.33,0.47,0.92,1.43,2.04,2.82,3.17
03/09/2012,0.06,0.09,0.13,0.18,0.33,0.46,0.90,1.43,2.04,2.83,3.19
03/08/2012,0.07,0.08,0.14,0.18,0.32,0.44,0.89,1.41,2.03,2.82,3.18
03/07/2012,0.06,0.08,0.14,0.18,0.30,0.42,0.85,1.37,1.98,2.76,3.12
03/06/2012,0.06,0.08,0.13,0.17,0.30,0.40,0.83,1.35,1.96,2.73,3.08
03/05/2012,0.07,0.08,0.14,0.17,0.31,0.43,0.87,1.40,2.00,2.78,3.13
03/02/2012,0.06,0.07,0.12,0.17,0.28,0.41,0.84,1.38,1.99,2.77,3.11
03/01/2012,0.07,0.08,0.13,0.18,0.30,0.43,0.89,1.44,2.03,2.80,3.15
02/29/2012,0.08,0.08,0.13,0.18,0.30,0.43,0.87,1.39,1.98,2.73,3.08
02/28/2012,0.10,0.10,0.14,0.18,0.30,0.41,0.84,1.36,1.94,2.71,3.07
02/27/2012,0.08,0.12,0.14,0.17,0.30,0.40,0.84,1.35,1.92,2.69,3.04
02/24/2012,0.08,0.10,0.14,0.18,0.31,0.43,0.89,1.41,1.98,2.75,3.10
02/23/2012,0.07,0.09,0.14,0.17,0.31,0.43,0.88,1.40,1.99,2.77,3.13
02/22/2012,0.07,0.09,0.13,0.17,0.29,0.42,0.88,1.41,2.01,2.79,3.15
02/21/2012,0.03,0.08,0.13,0.17,0.31,0.44,0.92,1.47,2.05,2.84,3.20
02/17/2012,0.03,0.09,0.13,0.18,0.29,0.42,0.88,1.43,2.01,2.80,3.16
02/16/2012,0.04,0.10,0.13,0.17,0.29,0.42,0.87,1.41,1.99,2.78,3.14
02/15/2012,0.09,0.11,0.13,0.18,0.29,0.38,0.81,1.34,1.93,2.72,3.09
02/14/2012,0.09,0.12,0.15,0.18,0.29,0.40,0.81,1.34,1.92,2.70,3.06
02/13/2012,0.06,0.11,0.14,0.15,0.29,0.40,0.85,1.40,1.99,2.78,3.14
02/10/2012,0.05,0.09,0.12,0.15,0.27,0.36,0.81,1.36,1.96,2.75,3.11
02/09/2012,0.06,0.09,0.12,0.15,0.27,0.38,0.86,1.43,2.04,2.83,3.20
02/08/2012,0.06,0.09,0.11,0.15,0.27,0.35,0.82,1.39,2.01,2.78,3.14
02/07/2012,0.06,0.08,0.11,0.14,0.25,0.35,0.82,1.39,2.00,2.78,3.14
02/06/2012,0.04,0.08,0.10,0.14,0.24,0.32,0.76,1.32,1.93,2.71,3.08
02/03/2012,0.06,0.08,0.10,0.14,0.23,0.33,0.78,1.35,1.97,2.76,3.13
02/02/2012,0.07,0.08,0.10,0.14,0.23,0.31,0.71,1.25,1.86,2.64,3.01
02/01/2012,0.05,0.06,0.09,0.13,0.23,0.31,0.72,1.27,1.87,2.65,3.01
01/31/2012,0.04,0.06,0.08,0.13,0.22,0.30,0.71,1.24,1.83,2.59,2.94
01/30/2012,0.05,0.05,0.08,0.12,0.22,0.31,0.73,1.27,1.87,2.64,2.99
01/27/2012,0.05,0.06,0.08,0.12,0.22,0.32,0.75,1.31,1.93,2.71,3.07
01/26/2012,0.04,0.05,0.08,0.12,0.22,0.31,0.77,1.34,1.96,2.74,3.10
01/25/2012,0.03,0.04,0.07,0.12,0.22,0.34,0.81,1.40,2.01,2.78,3.13
01/24/2012,0.02,0.04,0.07,0.12,0.24,0.39,0.92,1.49,2.08,2.82,3.15
01/23/2012,0.03,0.04,0.07,0.12,0.26,0.39,0.93,1.51,2.09,2.82,3.15
01/20/2012,0.03,0.05,0.07,0.11,0.26,0.38,0.91,1.47,2.05,2.78,3.10
01/19/2012,0.04,0.05,0.07,0.11,0.26,0.36,0.87,1.43,2.01,2.72,3.05
01/18/2012,0.02,0.03,0.07,0.11,0.24,0.35,0.82,1.34,1.92,2.63,2.96
01/17/2012,0.02,0.03,0.06,0.11,0.21,0.33,0.79,1.31,1.87,2.57,2.89
01/13/2012,0.02,0.03,0.06,0.10,0.24,0.34,0.80,1.32,1.89,2.59,2.91
01/12/2012,0.02,0.03,0.06,0.11,0.22,0.35,0.84,1.37,1.94,2.65,2.97
01/11/2012,0.01,0.02,0.05,0.11,0.24,0.34,0.82,1.34,1.93,2.63,2.96
01/10/2012,0.01,0.02,0.05,0.11,0.24,0.37,0.86,1.41,2.00,2.71,3.04
01/09/2012,0.01,0.01,0.05,0.11,0.26,0.38,0.85,1.39,1.98,2.70,3.02
01/06/2012,0.02,0.02,0.05,0.12,0.25,0.40,0.86,1.40,1.98,2.70,3.02
01/05/2012,0.01,0.02,0.07,0.11,0.27,0.40,0.88,1.43,2.02,2.74,3.06
01/04/2012,0.01,0.02,0.06,0.12,0.25,0.40,0.89,1.43,2.00,2.71,3.03
01/03/2012,0.01,0.02,0.06,0.12,0.27,0.40,0.89,1.41,1.97,2.67,2.98
